Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
java,org.apache.roller.planet.pojos,Planet,Planet,2,1,0,37,0,,
java,org.apache.roller.planet.pojos,Planet,Planet,5,1,3,41,0,,
java,org.apache.roller.planet.pojos,Planet,compareTo,3,1,1,48,0,org.apache.roller.planet.pojos.Planet,org.apache.roller.planet.pojos.Planet
java,org.apache.roller.planet.pojos,Planet,getId,3,1,0,56,0,,
java,org.apache.roller.planet.pojos,Planet,setId,3,1,1,60,0,,
java,org.apache.roller.planet.pojos,Planet,getHandle,3,1,0,64,0,,
java,org.apache.roller.planet.pojos,Planet,setHandle,3,1,1,68,0,,
java,org.apache.roller.planet.pojos,Planet,getTitle,3,1,0,72,0,,
java,org.apache.roller.planet.pojos,Planet,setTitle,3,1,1,76,0,,
java,org.apache.roller.planet.pojos,Planet,getDescription,3,1,0,80,0,,
java,org.apache.roller.planet.pojos,Planet,setDescription,3,1,1,84,0,,
java,org.apache.roller.planet.pojos,Planet,getGroups,3,1,0,88,0,,
java,org.apache.roller.planet.pojos,Planet,setGroups,3,1,1,92,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,StaticTemplate,2,1,0,45,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,StaticTemplate,8,1,3,47,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getDecorator,3,1,0,57,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getId,3,1,0,61,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setId,3,1,1,66,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getName,3,1,0,70,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setName,3,1,1,74,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getDescription,3,1,0,78,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setDescription,3,1,1,82,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getContents,3,1,0,86,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setContents,3,1,1,90,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getLink,3,1,0,94,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setLink,3,1,1,98,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getLastModified,3,1,0,102,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setLastModified,3,1,1,106,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,getTemplateLanguage,3,1,0,110,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setTemplateLanguage,3,1,1,115,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,isHidden,3,1,0,119,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setHidden,3,1,1,123,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,setNavbar,3,1,1,127,0,,
java,org.apache.roller.planet.pojos,StaticTemplate,isNavbar,3,1,0,131,0,,
java,org.apache.roller.planet.pojos,Author,getFullName,3,1,0,30,0,,
java,org.apache.roller.planet.pojos,Author,setFullName,3,1,1,34,0,,
java,org.apache.roller.planet.pojos,Author,getUserName,3,1,0,38,0,,
java,org.apache.roller.planet.pojos,Author,setUserName,3,1,1,42,0,,
java,org.apache.roller.planet.pojos,Category,getName,3,1,0,28,0,,
java,org.apache.roller.planet.pojos,Category,setName,3,1,1,32,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,PlanetGroup,2,1,0,53,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,PlanetGroup,6,1,4,55,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,compareTo,3,1,1,62,0,org.apache.roller.planet.pojos.PlanetGroup,org.apache.roller.planet.pojos.PlanetGroup
java,org.apache.roller.planet.pojos,PlanetGroup,getId,3,1,0,70,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setId,3,1,1,74,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getHandle,3,1,0,78,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setHandle,3,1,1,82,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getTitle,3,1,0,86,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setTitle,3,1,1,90,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getDescription,3,1,0,94,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setDescription,3,1,1,98,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getMaxFeedEntries,3,1,0,102,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setMaxFeedEntries,3,1,1,106,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getMaxPageEntries,3,1,0,110,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setMaxPageEntries,3,1,1,114,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getCategoryRestriction,3,1,0,118,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setCategoryRestriction,4,1,1,122,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getPlanet,3,1,0,127,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setPlanet,3,1,1,131,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getSubscriptions,3,1,0,135,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,setSubscriptions,3,1,1,139,0,,
java,org.apache.roller.planet.pojos,PlanetGroup,getRecentEntries,9,1,0,144,0,org.apache.roller.weblogger.business.Weblogger,org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.WebloggerFactory
java,org.apache.roller.planet.pojos,PlanetGroup,qualified,12,4,1,157,0,org.apache.roller.planet.pojos.PlanetGroup,org.apache.roller.planet.pojos.PlanetGroup; org.apache.roller.planet.pojos.SubscriptionEntry
java,org.apache.roller.planet.pojos,PlanetGroup,createCategoryRestrictionAsArray,11,3,0,174,0,org.apache.roller.planet.pojos.PlanetGroup,org.apache.roller.planet.pojos.PlanetGroup
java,org.apache.roller.planet.util.rome,ContentModuleParser,getNamespaceUri,3,1,0,28,0,,
java,org.apache.roller.planet.util.rome,ContentModuleParser,getContentNamespace,3,1,0,33,0,,
java,org.apache.roller.planet.util.rome,ContentModuleParser,parse,10,2,2,36,0,org.apache.roller.planet.util.rome.ContentModuleParser,org.apache.roller.planet.util.rome.ContentModuleParser; org.apache.roller.planet.util.rome.ContentModule
java,org.apache.roller.planet.util.rome,ContentModule,getEncoded,0,1,0,25,0,,
java,org.apache.roller.planet.util.rome,ContentModule,setEncoded,0,1,1,27,0,,
java,org.apache.roller.planet.util.rome,ContentModuleGenerator,getNamespaceUri,3,1,0,33,0,,
java,org.apache.roller.planet.util.rome,ContentModuleGenerator,getNamespaces,3,1,0,38,0,,
java,org.apache.roller.planet.util.rome,ContentModuleGenerator,generate,6,2,2,43,0,org.apache.roller.planet.util.rome.ContentModule,org.apache.roller.planet.util.rome.ContentModule; org.apache.roller.planet.util.rome.ContentModuleGenerator
java,org.apache.roller.planet.util.rome,ContentModuleGenerator,generateSimpleElement,5,1,2,51,0,,
java,org.apache.roller.planet.util.rome,PlanetRSS091NParser,PlanetRSS091NParser,3,1,0,30,0,,
java,org.apache.roller.planet.util.rome,PlanetRSS091NParser,PlanetRSS091NParser,3,1,1,34,0,,
java,org.apache.roller.planet.util.rome,PlanetRSS091NParser,parseItem,8,2,3,38,0,,
java,org.apache.roller.planet.util.rome,PlanetRSS091UParser,PlanetRSS091UParser,3,1,0,30,0,,
java,org.apache.roller.planet.util.rome,PlanetRSS091UParser,PlanetRSS091UParser,3,1,1,34,0,,
java,org.apache.roller.planet.util.rome,PlanetRSS091UParser,parseItem,8,2,3,38,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS20,PlanetConverterForRSS20,3,1,0,30,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS20,PlanetConverterForRSS20,3,1,1,33,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS20,createSyndEntry,9,2,1,36,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS091N,PlanetConverterForRSS091N,3,1,0,27,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS091N,PlanetConverterForRSS091N,3,1,1,30,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS091N,createSyndEntry,5,1,1,33,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS091U,PlanetConverterForRSS091U,3,1,0,27,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS091U,PlanetConverterForRSS091U,3,1,1,31,0,,
java,org.apache.roller.planet.util.rome,PlanetConverterForRSS091U,createSyndEntry,5,1,1,34,0,,
java,org.apache.roller.planet.util.rome,ContentModuleImpl,ContentModuleImpl,3,1,0,25,0,,
java,org.apache.roller.planet.util.rome,ContentModuleImpl,getEncoded,3,1,0,28,0,,
java,org.apache.roller.planet.util.rome,ContentModuleImpl,setEncoded,3,1,1,32,0,,
java,org.apache.roller.planet.util.rome,ContentModuleImpl,getInterface,3,1,0,36,0,,
java,org.apache.roller.planet.util.rome,ContentModuleImpl,copyFrom,4,1,1,41,0,org.apache.roller.planet.util.rome.ContentModule,org.apache.roller.planet.util.rome.ContentModule; org.apache.roller.planet.util.rome.ContentModuleImpl
java,org.apache.roller.planet.util,MailUtil,sendMessage,62,14,8,41,0,,
java,org.apache.roller.planet.util,MailUtil,sendTextMessage,3,1,7,143,0,org.apache.roller.planet.util.MailUtil,org.apache.roller.planet.util.MailUtil
java,org.apache.roller.planet.util,MailUtil,sendTextMessage,7,2,7,166,0,org.apache.roller.planet.util.MailUtil,org.apache.roller.planet.util.MailUtil
java,org.apache.roller.planet.util,MailUtil,sendTextMessage,15,4,7,195,0,org.apache.roller.planet.util.MailUtil,org.apache.roller.planet.util.MailUtil
java,org.apache.roller.planet.util,MailUtil,sendHTMLMessage,3,1,7,235,0,org.apache.roller.planet.util.MailUtil,org.apache.roller.planet.util.MailUtil
java,org.apache.roller.planet.util,MailUtil,sendHTMLMessage,15,4,7,258,0,org.apache.roller.planet.util.MailUtil,org.apache.roller.planet.util.MailUtil
java,org.apache.roller.planet.util,MailUtil,sendHTMLMessage,7,2,7,296,0,org.apache.roller.planet.util.MailUtil,org.apache.roller.planet.util.MailUtil
java,org.apache.roller.weblogger.config,AuthMethod,AuthMethod,3,1,1,29,0,,
java,org.apache.roller.weblogger.config,AuthMethod,getPropertyName,3,1,0,33,0,,
java,org.apache.roller.weblogger.config,AuthMethod,getAuthMethod,8,3,1,37,0,org.apache.roller.weblogger.config.AuthMethod,org.apache.roller.weblogger.config.AuthMethod
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,WebloggerRuntimeConfig,2,1,0,55,0,,
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getProperty,15,2,1,58,0,org.apache.roller.weblogger.business.PropertiesManager,org.apache.roller.weblogger.business.PropertiesManager; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.WebloggerFactory; org.apache.roller.weblogger.pojos.RuntimeConfigProperty
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getBooleanProperty,7,2,1,82,0,org.apache.roller.weblogger.config.WebloggerRuntimeConfig,org.apache.roller.weblogger.config.WebloggerRuntimeConfig
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getIntProperty,14,2,1,98,0,org.apache.roller.weblogger.config.WebloggerRuntimeConfig,org.apache.roller.weblogger.config.WebloggerRuntimeConfig
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getRuntimeConfigDefs,13,2,0,121,0,org.apache.roller.weblogger.config.runtime.RuntimeConfigDefsParser,org.apache.roller.weblogger.config.runtime.RuntimeConfigDefsParser
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getRuntimeConfigDefsAsString,14,1,0,144,0,,
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,setAbsoluteContextURL,3,1,1,170,0,,
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getAbsoluteContextURL,7,2,0,180,0,org.apache.roller.weblogger.config.WebloggerRuntimeConfig,org.apache.roller.weblogger.config.WebloggerRuntimeConfig
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,setRelativeContextURL,3,1,1,199,0,,
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,getRelativeContextURL,3,1,0,209,0,,
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,isFrontPageWeblog,4,1,1,214,0,org.apache.roller.weblogger.config.WebloggerRuntimeConfig,org.apache.roller.weblogger.config.WebloggerRuntimeConfig
java,org.apache.roller.weblogger.config,WebloggerRuntimeConfig,isSiteWideWeblog,4,1,1,226,0,org.apache.roller.weblogger.config.WebloggerRuntimeConfig,org.apache.roller.weblogger.config.WebloggerRuntimeConfig
java,org.apache.roller.weblogger.config,WebloggerConfig,WebloggerConfig,2,1,0,159,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,init,2,1,0,161,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,getProperty,5,1,1,169,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,getProperty,8,2,2,180,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,getBooleanProperty,3,1,1,196,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config,WebloggerConfig,getBooleanProperty,7,2,2,203,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config,WebloggerConfig,getIntProperty,3,1,1,217,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config,WebloggerConfig,getIntProperty,7,2,2,224,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config,WebloggerConfig,keys,3,1,0,238,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,setUploadsDir,5,2,1,246,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,setThemesDir,5,2,1,262,0,,
java,org.apache.roller.weblogger.config,WebloggerConfig,getAuthMethod,3,1,0,278,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig; org.apache.roller.weblogger.config.AuthMethod
java,org.apache.roller.weblogger.config,PingConfig,PingConfig,2,1,0,102,0,,
java,org.apache.roller.weblogger.config,PingConfig,getMaxPingAttempts,3,1,0,105,0,org.apache.roller.weblogger.config.PingConfig,org.apache.roller.weblogger.config.PingConfig
java,org.apache.roller.weblogger.config,PingConfig,getQueueProcessingIntervalMins,3,1,0,117,0,org.apache.roller.weblogger.config.PingConfig,org.apache.roller.weblogger.config.PingConfig
java,org.apache.roller.weblogger.config,PingConfig,getLogPingsOnly,3,1,0,128,0,org.apache.roller.weblogger.config.PingConfig,org.apache.roller.weblogger.config.PingConfig
java,org.apache.roller.weblogger.config,PingConfig,getDisablePingUsage,3,1,0,138,0,org.apache.roller.weblogger.config.PingConfig,org.apache.roller.weblogger.config.PingConfig
java,org.apache.roller.weblogger.config,PingConfig,getSuspendPingProcessing,3,1,0,149,0,org.apache.roller.weblogger.config.WebloggerRuntimeConfig,org.apache.roller.weblogger.config.WebloggerRuntimeConfig
java,org.apache.roller.weblogger.config,PingConfig,initializeCommonTargets,34,8,0,160,0,org.apache.roller.weblogger.business.pings.PingTargetManager,org.apache.roller.weblogger.business.pings.PingTargetManager; org.apache.roller.weblogger.config.WebloggerConfig; org.apache.roller.weblogger.business.Weblogger; org.apache.roller.weblogger.business.WebloggerFactory
java,org.apache.roller.weblogger.config,PingConfig,initializePingVariants,38,9,0,208,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config,PingConfig,getVariantOptions,7,2,1,251,0,,
java,org.apache.roller.weblogger.config,PingConfig,getIntegerProperty,22,4,4,269,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config,PingConfig,getBooleanProperty,10,3,2,308,0,org.apache.roller.weblogger.config.WebloggerConfig,org.apache.roller.weblogger.config.WebloggerConfig
java,org.apache.roller.weblogger.config.runtime,ConfigDef,ConfigDef,3,1,0,41,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,ConfigDef,3,1,1,45,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,addDisplayGroup,3,1,1,49,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,removeDisplayGroup,3,1,1,53,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,toString,3,1,0,58,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,getDisplayGroups,3,1,0,63,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,setDisplayGroups,3,1,1,67,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,getName,3,1,0,71,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,setName,3,1,1,75,0,,
java,org.apache.roller.weblogger.config.runtime,ConfigDef,getPropertyDef,11,4,1,79,0,org.apache.roller.weblogger.config.runtime.ConfigDef,org.apache.roller.weblogger.config.runtime.ConfigDef; org.apache.roller.weblogger.config.runtime.PropertyDef; org.apache.roller.weblogger.config.runtime.DisplayGroup
java,org.apache.roller.weblogger.config.runtime,PropertyDef,PropertyDef,2,1,0,49,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,toString,3,1,0,52,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getName,3,1,0,57,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getNameWithUnderbars,3,1,0,61,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setName,3,1,1,65,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getKey,3,1,0,69,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setKey,3,1,1,73,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getType,3,1,0,77,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setType,3,1,1,81,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getDefaultValue,3,1,0,85,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setDefaultValue,3,1,1,89,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getRows,3,1,0,93,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setRows,3,1,1,97,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setRows,8,1,1,101,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,getCols,3,1,0,110,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setCols,3,1,1,114,0,,
java,org.apache.roller.weblogger.config.runtime,PropertyDef,setCols,8,1,1,118,0,,
java,org.apache.roller.weblogger.config.runtime,DisplayGroup,DisplayGroup,3,1,0,42,0,,
java,org.apache.roller.weblogger.config.runtime,DisplayGroup,DisplayGroup,3,1,1,46,0,,
